CHR,START,STOP,GENE
Chr_06,19720062,19724478,Migut.06G185900.v3.1
Chr_06,19725152,19734837,Migut.06G186000.v3.1
Chr_06,19737384,19740666,Migut.06G186100.v3.1
Chr_06,19749504,19751842,Migut.06G186200.v3.1
Chr_06,19753529,19755371,Migut.06G186300.v3.1
Chr_06,19758244,19763184,Migut.06G186400.v3.1
Chr_06,19765126,19767488,Migut.06G186500.v3.1
Chr_06,19768228,19770005,Migut.06G186600.v3.1
Chr_06,19769857,19776473,Migut.06G186700.v3.1
Chr_06,19777547,19793651,Migut.06G186800.v3.1
Chr_06,19794202,19801020,Migut.06G186900.v3.1
Chr_06,19803646,19806352,Migut.06G187000.v3.1
Chr_06,19806827,19812165,Migut.06G187100.v3.1
Chr_06,19814230,19820445,Migut.06G187200.v3.1
Chr_06,19820941,19821432,Migut.06G187300.v3.1
Chr_06,19824430,19824594,Migut.06G187400.v3.1
Chr_06,19827359,19827728,Migut.06G187500.v3.1
Chr_06,19830718,19834492,Migut.06G187600.v3.1
Chr_06,19834134,19838120,Migut.06G187700.v3.1
Chr_06,19838504,19841564,Migut.06G187800.v3.1
Chr_06,19862496,19868857,Migut.06G187900.v3.1
Chr_06,19872895,19879574,Migut.06G188000.v3.1
Chr_06,19879449,19883610,Migut.06G188100.v3.1
Chr_06,19883587,19894868,Migut.06G188200.v3.1
Chr_06,19896187,19897531,Migut.06G188300.v3.1
Chr_06,19899622,19900553,Migut.06G188400.v3.1
Chr_06,19904669,19905712,Migut.06G188500.v3.1
Chr_06,19908061,19908631,Migut.06G188600.v3.1
Chr_06,19909796,19910218,Migut.06G188700.v3.1
Chr_06,19910675,19914209,Migut.06G188800.v3.1
Chr_06,19916332,19916751,Migut.06G188900.v3.1
Chr_06,19917750,19918169,Migut.06G189000.v3.1
Chr_06,19920026,19920593,Migut.06G189100.v3.1
Chr_06,19921395,19925259,Migut.06G189200.v3.1
Chr_06,19927033,19931192,Migut.06G189300.v3.1
Chr_06,19935736,19939258,Migut.06G189400.v3.1
Chr_06,19939472,19942117,Migut.06G189500.v3.1
Chr_06,19947405,19952507,Migut.06G189600.v3.1
Chr_06,19962917,19966352,Migut.06G189700.v3.1
Chr_06,19970129,19972995,Migut.06G189800.v3.1
Chr_06,19976743,19982928,Migut.06G189900.v3.1
Chr_06,19983329,19985411,Migut.06G190000.v3.1
Chr_06,19986021,19988687,Migut.06G190100.v3.1
Chr_06,19988890,19993653,Migut.06G190200.v3.1
Chr_06,19999934,20005638,Migut.06G190300.v3.1
Chr_06,20007626,20008576,Migut.06G190400.v3.1
Chr_06,20011098,20014141,Migut.06G190500.v3.1
Chr_06,20016617,20017710,Migut.06G190600.v3.1
Chr_06,20024263,20029057,Migut.06G190700.v3.1
Chr_06,20029200,20033876,Migut.06G190800.v3.1
Chr_06,20034288,20036781,Migut.06G190900.v3.1
Chr_06,20037598,20040790,Migut.06G191000.v3.1
Chr_06,20043252,20046354,Migut.06G191100.v3.1
Chr_06,20047651,20051994,Migut.06G191200.v3.1
Chr_06,20052981,20054962,Migut.06G191300.v3.1
Chr_06,20057993,20064962,Migut.06G191400.v3.1
Chr_06,20065030,20067747,Migut.06G191500.v3.1
Chr_06,20068125,20072440,Migut.06G191600.v3.1
Chr_06,20072491,20073003,Migut.06G191700.v3.1
Chr_06,20081756,20082237,Migut.06G191800.v3.1
Chr_06,20082622,20083030,Migut.06G191900.v3.1
Chr_06,20095245,20095391,Migut.06G192000.v3.1
Chr_06,20100108,20104517,Migut.06G192100.v3.1
Chr_06,20108912,20109341,Migut.06G192200.v3.1
Chr_06,20109375,20115110,Migut.06G192300.v3.1
Chr_06,20134818,20136364,Migut.06G192400.v3.1
Chr_06,20137581,20138908,Migut.06G192500.v3.1
Chr_06,20140743,20145754,Migut.06G192600.v3.1
Chr_06,20146414,20158850,Migut.06G192700.v3.1
Chr_06,20159375,20161845,Migut.06G192800.v3.1
Chr_06,20168784,20172123,Migut.06G192900.v3.1
Chr_06,20172311,20175539,Migut.06G193000.v3.1
Chr_06,20178833,20184044,Migut.06G193100.v3.1
Chr_06,20184446,20187946,Migut.06G193200.v3.1
Chr_06,20197146,20198966,Migut.06G193300.v3.1
Chr_06,20199651,20202660,Migut.06G193400.v3.1
Chr_06,20204700,20207493,Migut.06G193500.v3.1
Chr_06,20209271,20210238,Migut.06G193600.v3.1
Chr_06,20211063,20214883,Migut.06G193700.v3.1
Chr_06,20219940,20222910,Migut.06G193800.v3.1
Chr_06,20232866,20236811,Migut.06G193900.v3.1
Chr_06,20236697,20239732,Migut.06G194000.v3.1
Chr_06,20240160,20247408,Migut.06G194100.v3.1
Chr_06,20249852,20254038,Migut.06G194200.v3.1
Chr_06,20254359,20256987,Migut.06G194300.v3.1
Chr_06,20257574,20262074,Migut.06G194400.v3.1
Chr_06,20268383,20271327,Migut.06G194500.v3.1
Chr_06,20272748,20275847,Migut.06G194600.v3.1
Chr_06,20275991,20278045,Migut.06G194700.v3.1
Chr_06,20281435,20281950,Migut.06G194800.v3.1
Chr_06,20282785,20285419,Migut.06G194900.v3.1
Chr_06,20287071,20288556,Migut.06G195000.v3.1
Chr_06,20288730,20289436,Migut.06G195100.v3.1
Chr_06,20295764,20297209,Migut.06G195200.v3.1
Chr_06,20301151,20306842,Migut.06G195300.v3.1
Chr_06,20311064,20312185,Migut.06G195400.v3.1
Chr_06,20314620,20319929,Migut.06G195500.v3.1
Chr_06,20325600,20328870,Migut.06G195600.v3.1
Chr_06,20334014,20338212,Migut.06G195700.v3.1
Chr_06,20339172,20344039,Migut.06G195800.v3.1
Chr_06,20345459,20346610,Migut.06G195900.v3.1
Chr_06,20348480,20352637,Migut.06G196000.v3.1
Chr_06,20353950,20357733,Migut.06G196100.v3.1
Chr_06,20358928,20359410,Migut.06G196200.v3.1
Chr_06,20370674,20373532,Migut.06G196300.v3.1
Chr_06,20376193,20380267,Migut.06G196400.v3.1
Chr_06,20379393,20384351,Migut.06G196500.v3.1
Chr_06,20388927,20391527,Migut.06G196600.v3.1
Chr_06,20392251,20395332,Migut.06G196700.v3.1
Chr_06,20401496,20408465,Migut.06G196800.v3.1
Chr_06,20408607,20432990,Migut.06G196900.v3.1
Chr_06,20434807,20439096,Migut.06G197000.v3.1
Chr_06,20439814,20441994,Migut.06G197100.v3.1
Chr_06,20442261,20447824,Migut.06G197200.v3.1
Chr_06,20449305,20451517,Migut.06G197300.v3.1
Chr_06,20454287,20456705,Migut.06G197400.v3.1
Chr_06,20456952,20458770,Migut.06G197500.v3.1
Chr_06,20459598,20464144,Migut.06G197600.v3.1
Chr_06,20470451,20474578,Migut.06G197700.v3.1
Chr_06,20476073,20488641,Migut.06G197800.v3.1
Chr_06,20488479,20491357,Migut.06G197900.v3.1
Chr_06,20492204,20493932,Migut.06G198000.v3.1
Chr_06,20494737,20496385,Migut.06G198100.v3.1
Chr_06,20498879,20500390,Migut.06G198200.v3.1
Chr_06,20502819,20507693,Migut.06G198300.v3.1
Chr_06,20507981,20508641,Migut.06G198400.v3.1
Chr_06,20510091,20513180,Migut.06G198500.v3.1
Chr_06,20513891,20516051,Migut.06G198600.v3.1
Chr_06,20517504,20521100,Migut.06G198700.v3.1
Chr_06,20521461,20524767,Migut.06G198800.v3.1
Chr_06,20523656,20527433,Migut.06G198900.v3.1
Chr_06,20528522,20530520,Migut.06G199000.v3.1
Chr_06,20532041,20535637,Migut.06G199100.v3.1
Chr_06,20536526,20543204,Migut.06G199200.v3.1
Chr_06,20543348,20554709,Migut.06G199300.v3.1
Chr_06,20561779,20563925,Migut.06G199400.v3.1
Chr_06,20564345,20568312,Migut.06G199500.v3.1
Chr_06,20569490,20574269,Migut.06G199600.v3.1
Chr_06,20586574,20590884,Migut.06G199700.v3.1
Chr_06,20592052,20592833,Migut.06G199800.v3.1
Chr_06,20593456,20597869,Migut.06G199900.v3.1
Chr_06,20600232,20601568,Migut.06G200000.v3.1
Chr_06,20601749,20608490,Migut.06G200100.v3.1
Chr_06,20608846,20613579,Migut.06G200200.v3.1
Chr_06,20614456,20617772,Migut.06G200300.v3.1
Chr_06,20618653,20621257,Migut.06G200400.v3.1
Chr_06,20621918,20622328,Migut.06G200500.v3.1
Chr_06,20623192,20625487,Migut.06G200600.v3.1
Chr_06,20625650,20629603,Migut.06G200700.v3.1
Chr_06,20629856,20634150,Migut.06G200800.v3.1
Chr_06,20634478,20635416,Migut.06G200900.v3.1
Chr_06,20635370,20639140,Migut.06G201000.v3.1
Chr_06,20646228,20647195,Migut.06G201100.v3.1
Chr_06,20660058,20661211,Migut.06G201200.v3.1
Chr_06,20669675,20670923,Migut.06G201300.v3.1
Chr_06,20678314,20684486,Migut.06G201400.v3.1
Chr_06,20684333,20687756,Migut.06G201500.v3.1
Chr_06,20687887,20690009,Migut.06G201600.v3.1
Chr_06,20690276,20693500,Migut.06G201700.v3.1
Chr_06,20697116,20700308,Migut.06G201800.v3.1
Chr_06,20700419,20704644,Migut.06G201900.v3.1
Chr_06,20704827,20707289,Migut.06G202000.v3.1
Chr_06,20707849,20711223,Migut.06G202100.v3.1
Chr_06,20715764,20720579,Migut.06G202200.v3.1
Chr_06,20720660,20722668,Migut.06G202300.v3.1
Chr_06,20722734,20723639,Migut.06G202400.v3.1
Chr_06,20723665,20726496,Migut.06G202500.v3.1
Chr_06,20726741,20728065,Migut.06G202600.v3.1
Chr_06,20728011,20731636,Migut.06G202700.v3.1
Chr_06,20732689,20738258,Migut.06G202800.v3.1
Chr_06,20738194,20739907,Migut.06G202900.v3.1
Chr_06,20740474,20743855,Migut.06G203000.v3.1
Chr_06,20743999,20745358,Migut.06G203100.v3.1
Chr_06,20745377,20749499,Migut.06G203200.v3.1
Chr_06,20750213,20754135,Migut.06G203300.v3.1
Chr_06,20756544,20757253,Migut.06G203400.v3.1
Chr_06,20757231,20758021,Migut.06G203500.v3.1
Chr_06,20758322,20760479,Migut.06G203600.v3.1
Chr_06,20760648,20764314,Migut.06G203700.v3.1
Chr_06,20767988,20769521,Migut.06G203800.v3.1
Chr_06,20769829,20771363,Migut.06G203900.v3.1
Chr_06,20774100,20775406,Migut.06G204000.v3.1
Chr_06,20783253,20784733,Migut.06G204100.v3.1
Chr_06,20792520,20793976,Migut.06G204200.v3.1
Chr_06,20802208,20803573,Migut.06G204300.v3.1
Chr_06,20803683,20805326,Migut.06G204400.v3.1
Chr_06,20807821,20809321,Migut.06G204500.v3.1
Chr_06,20821860,20823407,Migut.06G204600.v3.1
Chr_06,20823939,20830396,Migut.06G204700.v3.1
Chr_06,20833844,20836896,Migut.06G204800.v3.1
Chr_06,20841629,20843300,Migut.06G204900.v3.1
Chr_06,20843236,20845583,Migut.06G205000.v3.1
Chr_06,20849825,20851623,Migut.06G205100.v3.1
Chr_06,20852444,20856710,Migut.06G205200.v3.1
Chr_06,20857493,20857951,Migut.06G205300.v3.1
Chr_06,20858892,20862084,Migut.06G205400.v3.1
Chr_06,20862437,20864479,Migut.06G205500.v3.1
Chr_06,20864551,20866677,Migut.06G205600.v3.1
Chr_06,20868113,20869991,Migut.06G205700.v3.1
Chr_06,20877014,20879685,Migut.06G205800.v3.1
Chr_07,11151,15468,Migut.07G000100.v3.1
Chr_07,16010,18388,Migut.07G000200.v3.1
Chr_07,18581,21377,Migut.07G000300.v3.1
Chr_07,21941,23336,Migut.07G000400.v3.1
Chr_07,24043,27764,Migut.07G000500.v3.1
Chr_07,29711,34615,Migut.07G000600.v3.1
Chr_07,34685,36116,Migut.07G000700.v3.1
Chr_07,37886,39817,Migut.07G000800.v3.1
Chr_07,40084,42472,Migut.07G000900.v3.1
Chr_07,42468,52738,Migut.07G001000.v3.1
Chr_07,54362,55134,Migut.07G001100.v3.1
Chr_07,55879,58789,Migut.07G001200.v3.1
Chr_07,58949,65745,Migut.07G001300.v3.1
Chr_07,65921,70431,Migut.07G001400.v3.1
Chr_07,70930,76935,Migut.07G001500.v3.1
Chr_07,103497,140689,Migut.07G001600.v3.1
Chr_07,142866,145726,Migut.07G001700.v3.1
Chr_07,147164,147812,Migut.07G001800.v3.1
Chr_07,148687,155801,Migut.07G001900.v3.1
Chr_07,190331,192978,Migut.07G002000.v3.1
Chr_07,192829,207015,Migut.07G002100.v3.1
Chr_07,212825,214825,Migut.07G002200.v3.1
Chr_07,217578,221019,Migut.07G002300.v3.1
Chr_07,231878,235801,Migut.07G002400.v3.1
Chr_07,235921,238724,Migut.07G002500.v3.1
Chr_07,239290,242026,Migut.07G002600.v3.1
Chr_07,242056,243512,Migut.07G002700.v3.1
Chr_07,244131,246750,Migut.07G002800.v3.1
Chr_07,247147,252305,Migut.07G002900.v3.1
Chr_07,252164,255343,Migut.07G003000.v3.1
Chr_07,254817,257463,Migut.07G003100.v3.1
Chr_07,257379,262101,Migut.07G003200.v3.1
Chr_07,267945,268247,Migut.07G003300.v3.1
Chr_07,268246,268775,Migut.07G003400.v3.1
Chr_07,269471,279901,Migut.07G003500.v3.1
Chr_07,307712,309599,Migut.07G003600.v3.1
Chr_07,317497,319235,Migut.07G003700.v3.1
Chr_07,319859,321781,Migut.07G003800.v3.1
Chr_07,322507,324577,Migut.07G003900.v3.1
Chr_07,325080,327069,Migut.07G004000.v3.1
Chr_07,328109,330972,Migut.07G004100.v3.1
Chr_07,331588,332212,Migut.07G004200.v3.1
Chr_07,334573,335104,Migut.07G004300.v3.1
Chr_07,336783,337526,Migut.07G004400.v3.1
Chr_07,338033,338761,Migut.07G004500.v3.1
Chr_07,339861,342049,Migut.07G004600.v3.1
Chr_07,342256,342971,Migut.07G004700.v3.1
Chr_07,345357,351002,Migut.07G004800.v3.1
Chr_07,351325,353579,Migut.07G004900.v3.1
Chr_07,354199,356241,Migut.07G005000.v3.1
Chr_07,358063,361570,Migut.07G005100.v3.1
Chr_07,360921,362539,Migut.07G005200.v3.1
Chr_07,364156,366113,Migut.07G005300.v3.1
Chr_07,366449,368543,Migut.07G005400.v3.1
Chr_07,368479,372779,Migut.07G005500.v3.1
Chr_07,376459,382427,Migut.07G005600.v3.1
Chr_07,384913,389761,Migut.07G005700.v3.1
Chr_07,389696,392649,Migut.07G005800.v3.1
Chr_07,394347,395263,Migut.07G005900.v3.1
Chr_07,395890,399400,Migut.07G006000.v3.1
Chr_07,399849,404079,Migut.07G006100.v3.1
Chr_07,404895,408310,Migut.07G006200.v3.1
Chr_07,408330,414757,Migut.07G006300.v3.1
Chr_07,413686,421489,Migut.07G006400.v3.1
Chr_07,422597,424168,Migut.07G006500.v3.1
Chr_07,425607,427406,Migut.07G006600.v3.1
Chr_07,428349,429811,Migut.07G006700.v3.1
Chr_07,431192,432746,Migut.07G006800.v3.1
Chr_07,433022,435944,Migut.07G006900.v3.1
Chr_07,436988,438634,Migut.07G007000.v3.1
Chr_07,439303,439743,Migut.07G007100.v3.1
Chr_07,440334,442818,Migut.07G007200.v3.1
Chr_07,444331,455373,Migut.07G007300.v3.1
Chr_07,494501,496096,Migut.07G007400.v3.1
Chr_07,498242,500401,Migut.07G007500.v3.1
Chr_07,513962,524626,Migut.07G007600.v3.1
Chr_07,526031,530431,Migut.07G007700.v3.1
Chr_07,530552,531463,Migut.07G007800.v3.1
Chr_07,540031,540341,Migut.07G007900.v3.1
Chr_07,543150,544392,Migut.07G008000.v3.1
Chr_07,544335,550871,Migut.07G008100.v3.1
Chr_07,552764,556991,Migut.07G008200.v3.1
Chr_07,567644,572441,Migut.07G008300.v3.1
Chr_07,580030,581646,Migut.07G008400.v3.1
Chr_07,581929,584414,Migut.07G008500.v3.1
Chr_07,584877,585729,Migut.07G008600.v3.1
Chr_07,586265,588009,Migut.07G008700.v3.1
Chr_07,588746,594191,Migut.07G008800.v3.1
Chr_07,596124,599714,Migut.07G008900.v3.1
Chr_07,600804,601496,Migut.07G009000.v3.1
Chr_07,601847,603269,Migut.07G009100.v3.1
Chr_07,604516,608893,Migut.07G009200.v3.1
Chr_07,609434,612592,Migut.07G009300.v3.1
Chr_07,626122,627685,Migut.07G009400.v3.1
Chr_07,629900,630807,Migut.07G009500.v3.1
Chr_07,642233,642682,Migut.07G009600.v3.1
Chr_07,645008,647805,Migut.07G009700.v3.1
Chr_07,647997,651701,Migut.07G009800.v3.1
Chr_07,657462,658436,Migut.07G009900.v3.1
Chr_07,661133,663195,Migut.07G010000.v3.1
Chr_07,663168,666210,Migut.07G010100.v3.1
Chr_07,669226,670580,Migut.07G010200.v3.1
Chr_07,671289,672221,Migut.07G010300.v3.1
Chr_07,672750,674147,Migut.07G010400.v3.1
Chr_07,687289,688175,Migut.07G010500.v3.1
Chr_07,688149,692020,Migut.07G010600.v3.1
Chr_07,692722,696267,Migut.07G010700.v3.1
Chr_07,696321,698261,Migut.07G010800.v3.1
Chr_07,698908,700469,Migut.07G010900.v3.1
Chr_07,700901,702876,Migut.07G011000.v3.1
Chr_07,702821,703672,Migut.07G011100.v3.1
Chr_07,705064,706799,Migut.07G011200.v3.1
Chr_07,707889,711009,Migut.07G011300.v3.1
Chr_07,716390,717035,Migut.07G011400.v3.1
Chr_07,718212,720387,Migut.07G011500.v3.1
Chr_07,722154,724896,Migut.07G011600.v3.1
Chr_07,726388,727801,Migut.07G011700.v3.1
Chr_07,729316,730226,Migut.07G011800.v3.1
Chr_07,731771,733888,Migut.07G011900.v3.1
Chr_07,734362,736533,Migut.07G012000.v3.1
Chr_07,736459,741784,Migut.07G012100.v3.1
Chr_07,742427,745887,Migut.07G012200.v3.1
Chr_07,752147,754341,Migut.07G012300.v3.1
Chr_07,754315,754730,Migut.07G012400.v3.1
Chr_07,760340,761452,Migut.07G012500.v3.1
Chr_07,762602,765189,Migut.07G012600.v3.1
Chr_07,765706,771929,Migut.07G012700.v3.1
Chr_07,772550,775715,Migut.07G012800.v3.1
Chr_07,776598,778347,Migut.07G012900.v3.1
Chr_07,781599,783131,Migut.07G013000.v3.1
Chr_07,793572,797976,Migut.07G013100.v3.1
Chr_07,798576,801170,Migut.07G013200.v3.1
Chr_07,802150,803492,Migut.07G013300.v3.1
Chr_07,804113,809516,Migut.07G013400.v3.1
Chr_07,813544,814336,Migut.07G013500.v3.1
Chr_07,814870,818087,Migut.07G013600.v3.1
Chr_07,818047,824303,Migut.07G013700.v3.1
Chr_07,824930,826815,Migut.07G013800.v3.1
Chr_07,829380,836146,Migut.07G013900.v3.1
Chr_07,836187,840450,Migut.07G014000.v3.1
Chr_07,846362,852504,Migut.07G014100.v3.1
Chr_07,851532,855730,Migut.07G014200.v3.1
Chr_07,856346,857900,Migut.07G014300.v3.1
Chr_07,857849,860800,Migut.07G014400.v3.1
Chr_07,860801,864443,Migut.07G014500.v3.1
Chr_07,866404,875068,Migut.07G014600.v3.1
Chr_07,875058,879383,Migut.07G014700.v3.1
Chr_07,886420,889068,Migut.07G014800.v3.1
Chr_07,890616,892292,Migut.07G014900.v3.1
Chr_07,893199,894671,Migut.07G015000.v3.1
Chr_07,895397,897297,Migut.07G015100.v3.1
Chr_07,899127,902632,Migut.07G015200.v3.1
Chr_07,905277,906653,Migut.07G015300.v3.1
Chr_07,907494,909387,Migut.07G015400.v3.1
Chr_07,911185,913690,Migut.07G015500.v3.1
Chr_07,916268,916885,Migut.07G015600.v3.1
Chr_07,918688,919303,Migut.07G015700.v3.1
Chr_07,922238,923162,Migut.07G015800.v3.1
Chr_07,923868,925482,Migut.07G015900.v3.1
Chr_07,927409,930986,Migut.07G016000.v3.1
Chr_07,931620,936000,Migut.07G016100.v3.1
Chr_07,939336,939866,Migut.07G016200.v3.1
Chr_07,940902,943467,Migut.07G016300.v3.1
Chr_07,945537,947520,Migut.07G016400.v3.1
Chr_07,947645,949313,Migut.07G016500.v3.1
Chr_07,950495,956217,Migut.07G016600.v3.1
Chr_07,958577,961385,Migut.07G016700.v3.1
Chr_07,970758,977782,Migut.07G016800.v3.1
Chr_07,980392,986899,Migut.07G016900.v3.1
Chr_07,997026,999805,Migut.07G017000.v3.1
Chr_07,1002656,1010033,Migut.07G017100.v3.1
Chr_07,1010706,1012984,Migut.07G017200.v3.1
Chr_07,1013084,1014534,Migut.07G017300.v3.1
Chr_07,1018736,1022993,Migut.07G017400.v3.1
Chr_07,1023848,1024855,Migut.07G017500.v3.1
Chr_07,1030423,1034331,Migut.07G017600.v3.1
Chr_07,1034559,1037040,Migut.07G017700.v3.1
Chr_07,1038732,1042957,Migut.07G017800.v3.1
Chr_07,1042855,1047741,Migut.07G017900.v3.1
Chr_07,1049100,1049773,Migut.07G018000.v3.1
Chr_07,1052679,1053346,Migut.07G018100.v3.1
Chr_07,1055692,1056313,Migut.07G018200.v3.1
Chr_07,1059126,1059825,Migut.07G018300.v3.1
Chr_07,1064594,1065083,Migut.07G018400.v3.1
Chr_07,1068617,1071394,Migut.07G018500.v3.1
Chr_07,1071339,1078577,Migut.07G018600.v3.1
Chr_07,1079018,1082362,Migut.07G018700.v3.1
Chr_07,1082499,1083811,Migut.07G018800.v3.1
Chr_07,1085711,1089730,Migut.07G018900.v3.1
Chr_07,1089870,1091388,Migut.07G019000.v3.1
Chr_07,1091491,1092894,Migut.07G019100.v3.1
Chr_07,1092339,1094756,Migut.07G019200.v3.1
Chr_07,1094697,1096440,Migut.07G019300.v3.1
Chr_07,1099157,1100975,Migut.07G019400.v3.1
Chr_07,1108663,1110570,Migut.07G019500.v3.1
Chr_07,1110531,1112146,Migut.07G019600.v3.1
Chr_07,1113148,1115172,Migut.07G019700.v3.1
Chr_07,1116706,1120383,Migut.07G019800.v3.1
Chr_07,1120865,1123845,Migut.07G019900.v3.1
Chr_07,1126443,1134912,Migut.07G020000.v3.1
Chr_07,1135388,1136310,Migut.07G020100.v3.1
Chr_07,1137642,1140822,Migut.07G020200.v3.1
Chr_07,1156735,1159566,Migut.07G020300.v3.1
Chr_07,1161722,1167051,Migut.07G020400.v3.1
Chr_07,1173878,1180540,Migut.07G020500.v3.1
Chr_07,1180694,1184598,Migut.07G020600.v3.1
Chr_07,1186802,1189761,Migut.07G020700.v3.1
Chr_07,1191149,1192439,Migut.07G020800.v3.1
Chr_07,1193320,1194140,Migut.07G020900.v3.1
Chr_07,1196834,1199351,Migut.07G021000.v3.1
Chr_07,1199759,1201917,Migut.07G021100.v3.1
Chr_07,1201843,1204665,Migut.07G021200.v3.1
Chr_07,1205129,1206689,Migut.07G021300.v3.1
Chr_07,1207279,1209592,Migut.07G021400.v3.1
Chr_07,1212925,1215236,Migut.07G021500.v3.1
Chr_07,1217687,1219681,Migut.07G021600.v3.1
Chr_07,1220339,1221296,Migut.07G021700.v3.1
Chr_07,1226555,1227295,Migut.07G021800.v3.1
Chr_07,1227421,1232558,Migut.07G021900.v3.1
Chr_07,1234534,1235631,Migut.07G022000.v3.1
Chr_07,1243944,1247679,Migut.07G022100.v3.1
Chr_07,1248156,1251387,Migut.07G022200.v3.1
Chr_07,1252389,1252961,Migut.07G022300.v3.1
Chr_07,1256202,1262552,Migut.07G022400.v3.1
Chr_07,1262505,1264584,Migut.07G022500.v3.1
Chr_07,1267734,1270793,Migut.07G022600.v3.1
Chr_07,1271648,1275666,Migut.07G022700.v3.1
Chr_07,1278333,1282090,Migut.07G022800.v3.1
Chr_07,1286793,1288442,Migut.07G022900.v3.1
Chr_07,1290694,1291559,Migut.07G023000.v3.1
Chr_07,1292159,1293941,Migut.07G023100.v3.1
Chr_07,1295223,1300554,Migut.07G023200.v3.1
Chr_07,1300645,1308270,Migut.07G023300.v3.1
Chr_07,1310199,1314309,Migut.07G023400.v3.1
Chr_07,1315337,1315997,Migut.07G023500.v3.1
Chr_07,1315812,1316841,Migut.07G023600.v3.1
Chr_07,1317654,1330304,Migut.07G023700.v3.1
Chr_07,1330516,1333246,Migut.07G023800.v3.1
Chr_07,1338486,1339857,Migut.07G023900.v3.1
Chr_07,1347408,1349360,Migut.07G024000.v3.1
Chr_07,1349461,1353334,Migut.07G024100.v3.1
Chr_07,1353906,1357845,Migut.07G024200.v3.1
Chr_07,1358852,1363169,Migut.07G024300.v3.1
Chr_07,1364165,1365952,Migut.07G024400.v3.1
Chr_07,1366242,1368383,Migut.07G024500.v3.1
Chr_07,1369383,1371755,Migut.07G024600.v3.1
Chr_07,1373578,1377274,Migut.07G024700.v3.1
Chr_07,1376810,1377886,Migut.07G024800.v3.1
Chr_07,1378140,1380495,Migut.07G024900.v3.1
Chr_07,1380721,1384265,Migut.07G025000.v3.1
Chr_07,1387751,1391202,Migut.07G025100.v3.1
Chr_07,1394020,1395400,Migut.07G025200.v3.1
Chr_07,1396810,1403600,Migut.07G025300.v3.1
Chr_07,1403341,1405440,Migut.07G025400.v3.1
Chr_07,1406674,1409286,Migut.07G025500.v3.1
Chr_07,1411959,1415395,Migut.07G025600.v3.1
Chr_07,1420605,1424420,Migut.07G025700.v3.1
Chr_07,1425304,1427492,Migut.07G025800.v3.1
Chr_07,1431024,1432712,Migut.07G025900.v3.1
Chr_07,1441951,1445115,Migut.07G026000.v3.1
Chr_07,1446447,1448697,Migut.07G026100.v3.1
Chr_07,1449387,1452108,Migut.07G026200.v3.1
Chr_07,1453062,1454058,Migut.07G026300.v3.1
Chr_07,1455319,1459406,Migut.07G026400.v3.1
Chr_07,1463816,1466617,Migut.07G026500.v3.1
Chr_07,1478565,1479975,Migut.07G026600.v3.1
Chr_07,1481062,1483416,Migut.07G026700.v3.1
Chr_07,1485930,1487403,Migut.07G026800.v3.1
Chr_07,1488658,1490162,Migut.07G026900.v3.1
Chr_07,1494870,1496390,Migut.07G027000.v3.1
Chr_07,1497302,1498843,Migut.07G027100.v3.1
Chr_07,1501551,1502844,Migut.07G027200.v3.1
Chr_07,1514401,1517776,Migut.07G027300.v3.1
Chr_07,1519993,1522713,Migut.07G027400.v3.1
Chr_07,1522578,1526680,Migut.07G027500.v3.1
Chr_07,1527168,1528277,Migut.07G027600.v3.1
Chr_07,1532385,1535114,Migut.07G027700.v3.1
Chr_07,1535847,1539625,Migut.07G027800.v3.1
Chr_07,1542170,1543166,Migut.07G027900.v3.1
Chr_07,1543768,1545904,Migut.07G028000.v3.1
Chr_07,1545865,1548282,Migut.07G028100.v3.1
Chr_07,1559519,1562437,Migut.07G028200.v3.1
Chr_07,1562192,1567005,Migut.07G028300.v3.1
Chr_07,1568029,1570556,Migut.07G028400.v3.1
Chr_07,1569831,1569968,Migut.07G028500.v3.1
Chr_07,1572697,1578040,Migut.07G028600.v3.1
Chr_07,1587470,1588664,Migut.07G028700.v3.1
Chr_07,1596369,1603404,Migut.07G028800.v3.1
Chr_07,1603602,1606926,Migut.07G028900.v3.1
Chr_07,1609409,1610235,Migut.07G029000.v3.1
Chr_07,1616989,1621249,Migut.07G029100.v3.1
Chr_07,1622065,1624501,Migut.07G029200.v3.1
Chr_07,1627542,1629157,Migut.07G029300.v3.1
Chr_07,1635473,1640361,Migut.07G029400.v3.1
Chr_07,1656614,1659275,Migut.07G029500.v3.1
Chr_07,1661376,1664091,Migut.07G029600.v3.1
Chr_07,1666699,1669316,Migut.07G029700.v3.1
Chr_07,1669243,1671398,Migut.07G029800.v3.1
Chr_07,1672469,1676239,Migut.07G029900.v3.1
Chr_07,1684010,1690712,Migut.07G030000.v3.1
Chr_07,1693301,1696363,Migut.07G030100.v3.1
Chr_07,1709593,1714337,Migut.07G030200.v3.1
Chr_07,1714802,1716022,Migut.07G030300.v3.1
Chr_07,1716735,1719013,Migut.07G030400.v3.1
Chr_07,1721315,1723682,Migut.07G030500.v3.1
Chr_07,1726438,1729622,Migut.07G030600.v3.1
Chr_07,1732369,1734919,Migut.07G030700.v3.1
Chr_07,1735915,1738562,Migut.07G030800.v3.1
Chr_07,1738977,1740802,Migut.07G030900.v3.1
Chr_07,1747110,1750455,Migut.07G031000.v3.1
Chr_07,1758286,1759071,Migut.07G031100.v3.1
