Ortholog Group	Gene Name	Organism Name	Ortholog Gene Name	Ortholog Organism Name	Relationship
447_948_6170	Migut.02G006700	Mguttatus_var_IM62_v4.1	AT4G38540	Athaliana_Araport11	one-to-many
447_948_6170	Migut.02G006700	Mguttatus_var_IM62_v4.1	AT5G05320	Athaliana_Araport11	one-to-many
447_948_2376	Migut.02G006800	Mguttatus_var_IM62_v4.1	AT1G20200	Athaliana_Araport11	many-to-many
447_948_2376	Migut.02G006800	Mguttatus_var_IM62_v4.1	AT1G75990	Athaliana_Araport11	many-to-many
447_948_9029	Migut.02G006900	Mguttatus_var_IM62_v4.1	AT2G20930	Athaliana_Araport11	one-to-one
447_948_10544	Migut.02G007700	Mguttatus_var_IM62_v4.1	AT4G35070	Athaliana_Araport11	many-to-one
447_948_8938	Migut.02G007800	Mguttatus_var_IM62_v4.1	AT4G38580	Athaliana_Araport11	many-to-one
447_948_11910	Migut.02G008000	Mguttatus_var_IM62_v4.1	AT5G24155	Athaliana_Araport11	one-to-one
447_948_6259	Migut.02G008100	Mguttatus_var_IM62_v4.1	AT2G16780	Athaliana_Araport11	one-to-many
447_948_6259	Migut.02G008100	Mguttatus_var_IM62_v4.1	AT4G35050	Athaliana_Araport11	one-to-many
447_948_9932	Migut.02G008200	Mguttatus_var_IM62_v4.1	AT4G35040	Athaliana_Araport11	one-to-many
447_948_9932	Migut.02G008200	Mguttatus_var_IM62_v4.1	AT2G16770	Athaliana_Araport11	one-to-many
447_948_4769	Migut.02G008300	Mguttatus_var_IM62_v4.1	AT2G16750	Athaliana_Araport11	one-to-many
447_948_4769	Migut.02G008300	Mguttatus_var_IM62_v4.1	AT4G35030	Athaliana_Araport11	one-to-many
447_948_6747	Migut.02G008500	Mguttatus_var_IM62_v4.1	AT2G20980	Athaliana_Araport11	one-to-one
447_948_1073	Migut.02G008600	Mguttatus_var_IM62_v4.1	AT2G16730	Athaliana_Araport11	many-to-many
447_948_1073	Migut.02G008600	Mguttatus_var_IM62_v4.1	AT4G38590	Athaliana_Araport11	many-to-many
447_948_1073	Migut.02G008600	Mguttatus_var_IM62_v4.1	AT4G35010	Athaliana_Araport11	many-to-many
447_948_1842	Migut.02G008700	Mguttatus_var_IM62_v4.1	AT2G20990	Athaliana_Araport11	one-to-one
447_948_5525	Migut.02G008800	Mguttatus_var_IM62_v4.1	AT4G35000	Athaliana_Araport11	one-to-one
447_948_7861	Migut.02G008900	Mguttatus_var_IM62_v4.1	AT4G38620	Athaliana_Araport11	many-to-one
447_948_5873	Migut.02G009000	Mguttatus_var_IM62_v4.1	AT3G51260	Athaliana_Araport11	many-to-many
447_948_5873	Migut.02G009000	Mguttatus_var_IM62_v4.1	AT5G66140	Athaliana_Araport11	many-to-many
447_948_5378	Migut.02G009200	Mguttatus_var_IM62_v4.1	AT4G35985	Athaliana_Araport11	one-to-many
447_948_5378	Migut.02G009200	Mguttatus_var_IM62_v4.1	AT2G17840	Athaliana_Araport11	one-to-many
447_948_687	Migut.02G009300	Mguttatus_var_IM62_v4.1	AT4G34980	Athaliana_Araport11	many-to-one
447_948_9322	Migut.02G009400	Mguttatus_var_IM62_v4.1	AT2G16700	Athaliana_Araport11	many-to-one
447_948_2929	Migut.02G009500	Mguttatus_var_IM62_v4.1	AT4G38640	Athaliana_Araport11	one-to-one
447_948_7661	Migut.02G009600	Mguttatus_var_IM62_v4.1	AT4G34960	Athaliana_Araport11	many-to-one
447_948_625	Migut.02G009700	Mguttatus_var_IM62_v4.1	AT3G59420	Athaliana_Araport11	one-to-one
447_948_6341	Migut.02G009800	Mguttatus_var_IM62_v4.1	AT4G38660	Athaliana_Araport11	one-to-one
447_948_6798	Migut.02G009900	Mguttatus_var_IM62_v4.1	AT4G38670	Athaliana_Araport11	one-to-one
447_948_1542	Migut.02G010000	Mguttatus_var_IM62_v4.1	AT2G21050	Athaliana_Araport11	many-to-one
447_948_4378	Migut.02G010200	Mguttatus_var_IM62_v4.1	AT2G21070	Athaliana_Araport11	one-to-one
447_948_5178	Migut.02G010300	Mguttatus_var_IM62_v4.1	AT4G38690	Athaliana_Araport11	one-to-one
447_948_5124	Migut.02G010400	Mguttatus_var_IM62_v4.1	AT2G21090	Athaliana_Araport11	one-to-one
447_948_10313	Migut.02G011000	Mguttatus_var_IM62_v4.1	AT2G21100	Athaliana_Araport11	one-to-one
447_948_10384	Migut.02G011100	Mguttatus_var_IM62_v4.1	AT4G38700	Athaliana_Araport11	one-to-one
447_948_10539	Migut.02G011200	Mguttatus_var_IM62_v4.1	AT2G21110	Athaliana_Araport11	one-to-one
447_948_4166	Migut.02G011400	Mguttatus_var_IM62_v4.1	AT4G34880	Athaliana_Araport11	many-to-one
447_948_4166	Migut.02G011500	Mguttatus_var_IM62_v4.1	AT4G34880	Athaliana_Araport11	many-to-one
447_948_8444	Migut.02G011600	Mguttatus_var_IM62_v4.1	AT2G16630	Athaliana_Araport11	one-to-one
447_948_8987	Migut.02G011700	Mguttatus_var_IM62_v4.1	AT4G38710	Athaliana_Araport11	many-to-one
447_948_5150	Migut.02G011800	Mguttatus_var_IM62_v4.1	AT2G21120	Athaliana_Araport11	many-to-many
447_948_5150	Migut.02G011800	Mguttatus_var_IM62_v4.1	AT4G38730	Athaliana_Araport11	many-to-many
447_948_2112	Migut.02G011900	Mguttatus_var_IM62_v4.1	AT1G11680	Athaliana_Araport11	many-to-one
447_948_8118	Migut.02G012000	Mguttatus_var_IM62_v4.1	AT4G38740	Athaliana_Araport11	many-to-many
447_948_8118	Migut.02G012000	Mguttatus_var_IM62_v4.1	AT2G16600	Athaliana_Araport11	many-to-many
447_948_8118	Migut.02G012000	Mguttatus_var_IM62_v4.1	AT2G21130	Athaliana_Araport11	many-to-many
447_948_190	Migut.02G012100	Mguttatus_var_IM62_v4.1	AT4G38760	Athaliana_Araport11	one-to-one
447_948_5279	Migut.02G012200	Mguttatus_var_IM62_v4.1	AT4G38900	Athaliana_Araport11	many-to-one
447_948_1712	Migut.02G012300	Mguttatus_var_IM62_v4.1	AT4G38890	Athaliana_Araport11	one-to-one
447_948_1804	Migut.02G012400	Mguttatus_var_IM62_v4.1	AT4G34740	Athaliana_Araport11	many-to-many
447_948_1804	Migut.02G012400	Mguttatus_var_IM62_v4.1	AT2G16570	Athaliana_Araport11	many-to-many
447_948_10349	Migut.02G012500	Mguttatus_var_IM62_v4.1	AT2G18040	Athaliana_Araport11	one-to-one
447_948_11987	Migut.02G012600	Mguttatus_var_IM62_v4.1	AT5G15320	Athaliana_Araport11	many-to-one
447_948_9398	Migut.02G012700	Mguttatus_var_IM62_v4.1	AT4G34730	Athaliana_Araport11	one-to-one
447_948_6933	Migut.02G013000	Mguttatus_var_IM62_v4.1	AT5G45600	Athaliana_Araport11	one-to-one
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013300	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013400	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013700	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G013900	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014000	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014100	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014200	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014300	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014400	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014500	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT3G03840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT5G18060	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT4G38840	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT5G18030	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT4G34800	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT4G34810	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT5G18050	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT4G38825	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT5G18020	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014800	Mguttatus_var_IM62_v4.1	AT5G18010	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014900	Mguttatus_var_IM62_v4.1	AT5G18080	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014900	Mguttatus_var_IM62_v4.1	AT3G03850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014900	Mguttatus_var_IM62_v4.1	AT3G03820	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014900	Mguttatus_var_IM62_v4.1	AT2G21200	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014900	Mguttatus_var_IM62_v4.1	AT4G38850	Athaliana_Araport11	many-to-many
447_948_11445	Migut.02G014900	Mguttatus_var_IM62_v4.1	AT3G03830	Athaliana_Araport11	many-to-many
